index,loss,correct,predicted,total_logprob
0,0.10067731142044067,1, antonym,-3.8720953464508057
1,0.5832763314247131,1, antonym,-3.1808602809906006
2,0.9636199474334717,0, synonym,-3.7474682331085205
3,0.19315102696418762,1, antonym,-4.885536193847656
4,0.23595783114433289,1, antonym,-5.136509418487549
5,0.330091655254364,1, antonym,-5.172999382019043
6,0.16080445051193237,1, antonym,-5.817063331604004
7,0.2996136248111725,1, antonym,-5.015444755554199
8,0.111409492790699,1, antonym,-3.5942795276641846
9,2.208942174911499,0, synonym,-2.7870190143585205
10,0.9653550386428833,0, synonym,-2.6573164463043213
11,2.449084520339966,0, synonym,-1.923448920249939
12,0.5082984566688538,1, antonym,-3.4280149936676025
13,0.34579911828041077,1, antonym,-2.5406548976898193
14,1.8359954357147217,0, synonym,-3.660254716873169
15,0.6121354699134827,1, antonym,-3.8729934692382812
16,0.6426025629043579,1, antonym,-3.2117748260498047
17,0.45988917350769043,1, antonym,-2.64498233795166
18,0.619689404964447,1, antonym,-4.649669170379639
19,0.3047829866409302,1, antonym,-3.186954975128174
20,0.19201987981796265,1, antonym,-4.1293206214904785
21,0.8144466280937195,0, synonym,-2.845517158508301
22,1.215858817100525,0, synonym,-2.84556245803833
23,0.8290724158287048,0, synonym,-4.307600975036621
24,0.09479758143424988,1, antonym,-3.464585781097412
25,1.0145041942596436,0, synonym,-2.6277897357940674
26,0.07357533276081085,1, antonym,-5.619186878204346
27,0.47658613324165344,1, antonym,-3.7852017879486084
28,0.03949000686407089,1, antonym,-3.539949655532837
29,0.2505132853984833,1, antonym,-4.456448554992676
30,0.3320854902267456,1, antonym,-3.4303951263427734
31,0.6677313446998596,1, antonym,-4.092948913574219
32,0.5104184746742249,1, antonym,-3.253952741622925
33,0.36508414149284363,1, antonym,-4.948509216308594
34,0.28547587990760803,1, antonym,-4.825316905975342
35,0.5203943252563477,1, antonym,-3.9007062911987305
36,0.07374908775091171,1, antonym,-3.375654935836792
37,0.7918431758880615,0, synonym,-3.153944969177246
38,0.28974321484565735,1, antonym,-3.800163507461548
39,0.5170466303825378,1, antonym,-3.581709146499634
40,0.11581918597221375,1, antonym,-5.573655605316162
41,1.0239077806472778,0, synonym,-3.0264153480529785
42,0.480190247297287,1, antonym,-4.048286437988281
43,0.5231035351753235,1, antonym,-3.2176733016967773
44,0.2931573987007141,1, antonym,-4.225225925445557
45,0.4494988024234772,1, antonym,-3.224365234375
46,0.9421567320823669,0, synonym,-3.8545212745666504
47,0.7639780044555664,0, synonym,-3.899784564971924
48,1.1290788650512695,0, synonym,-3.0937161445617676
