index,loss,correct,predicted,total_logprob
0,14.2183198928833,0, contradiction,-17.851839065551758
1,12.97420883178711,0, contradiction,-17.517107009887695
2,0.061878085136413574,1, contradiction,-17.894935607910156
3,13.684666633605957,0, contradiction,-17.87602996826172
4,0.04276830330491066,1, contradiction,-17.555967330932617
5,0.09777576476335526,1, contradiction,-18.182741165161133
6,1.3827359676361084,0, contradiction,-20.150968551635742
7,0.047304119914770126,1, contradiction,-16.46578025817871
8,7.365839004516602,0, contradiction,-15.78453254699707
9,0.18106135725975037,1, contradiction,-16.745975494384766
10,8.804068565368652,0, contradiction,-17.794954299926758
11,7.620786666870117,0, contradiction,-18.031404495239258
12,1.9373278617858887,0, contradiction,-17.271013259887695
13,0.12839622795581818,1, contradiction,-17.684106826782227
14,7.967571258544922,0, contradiction,-16.12042808532715
15,0.08798468112945557,1, contradiction,-17.319766998291016
16,2.086195707321167,0, contradiction,-17.518125534057617
17,1.585753321647644,0, contradiction,-18.52680015563965
18,0.6243131160736084,1, contradiction,-19.230064392089844
19,15.712136268615723,0, contradiction,-19.51181411743164
20,0.9145451188087463,0, neutral,-18.4576473236084
21,15.220441818237305,0, neutral,-18.649255752563477
22,16.120634078979492,0, contradiction,-16.70319938659668
23,0.48927828669548035,1, contradiction,-17.94672203063965
24,15.443127632141113,0, contradiction,-19.081634521484375
25,0.24946901202201843,1, contradiction,-16.937715530395508
26,15.164995193481445,0, contradiction,-18.465463638305664
27,0.42767345905303955,1, contradiction,-17.923561096191406
28,0.6518665552139282,1, neutral,-18.71832847595215
29,1.230254054069519,0, neutral,-18.453353881835938
30,16.48695945739746,0, contradiction,-18.909944534301758
31,0.0737488642334938,1, contradiction,-18.88802719116211
32,0.0843486562371254,1, contradiction,-18.791160583496094
33,2.2876102924346924,0, contradiction,-19.55640411376953
34,0.13586635887622833,1, contradiction,-19.416776657104492
35,2.043203592300415,0, contradiction,-19.912134170532227
36,1.9659212827682495,0, contradiction,-19.383255004882812
37,14.858205795288086,0, contradiction,-19.7315731048584
38,1.6556665897369385,0, contradiction,-20.09733009338379
39,1.132973074913025,0, contradiction,-21.092172622680664
40,0.170401930809021,1, contradiction,-19.919137954711914
41,2.4357409477233887,0, contradiction,-19.723464965820312
42,1.637585163116455,0, contradiction,-21.03434181213379
43,13.535405158996582,0, contradiction,-19.13184356689453
44,0.1498536765575409,1, contradiction,-19.92262077331543
45,2.379525661468506,0, contradiction,-19.35403060913086
46,9.541363716125488,0, contradiction,-18.18338966369629
47,0.2615266740322113,1, contradiction,-19.430513381958008
48,0.21020767092704773,1, contradiction,-19.062101364135742
49,11.858786582946777,0, contradiction,-19.130212783813477
50,12.796917915344238,0, contradiction,-18.530487060546875
51,1.5647609233856201,0, contradiction,-19.254379272460938
52,1.4667669534683228,0, contradiction,-19.362375259399414
53,1.9049814939498901,0, contradiction,-18.967601776123047
54,0.3070203959941864,1, contradiction,-19.363937377929688
55,0.39490386843681335,1, contradiction,-19.52609634399414
56,8.912050247192383,0, contradiction,-19.052019119262695
57,9.628196716308594,0, contradiction,-17.659006118774414
58,9.37829875946045,0, contradiction,-18.58673858642578
59,0.1575128138065338,1, contradiction,-18.816585540771484
60,0.23391298949718475,1, contradiction,-19.156723022460938
61,4.145164966583252,0, contradiction,-19.125234603881836
62,1.7341262102127075,0, contradiction,-18.311635971069336
63,0.3860505223274231,1, contradiction,-19.37940788269043
64,1.5928281545639038,0, contradiction,-18.817859649658203
65,0.1020665392279625,1, contradiction,-19.288084030151367
66,1.7465494871139526,0, contradiction,-18.506484985351562
67,1.0055932998657227,0, contradiction,-19.118499755859375
68,1.0344650745391846,0, contradiction,-19.09325408935547
69,0.10430482774972916,1, contradiction,-18.352197647094727
70,10.030149459838867,0, contradiction,-19.030963897705078
71,5.703575134277344,0, contradiction,-17.631385803222656
72,0.06785108149051666,1, contradiction,-17.824003219604492
73,3.056002140045166,0, contradiction,-17.7678279876709
74,2.9529385566711426,0, contradiction,-17.774017333984375
75,0.050166551023721695,1, contradiction,-17.248262405395508
76,5.200453281402588,0, contradiction,-17.53114128112793
77,0.0454169437289238,1, contradiction,-18.357690811157227
78,0.8905503749847412,0, contradiction,-13.391403198242188
79,2.15915584564209,0, contradiction,-18.763349533081055
80,3.2445993423461914,0, contradiction,-14.833117485046387
81,7.997661590576172,0, contradiction,-18.722763061523438
82,0.10407044738531113,1, contradiction,-19.46262550354004
83,0.05407831445336342,1, contradiction,-19.018787384033203
84,10.383684158325195,0, contradiction,-18.721521377563477
85,8.869068145751953,0, contradiction,-19.253786087036133
86,9.593855857849121,0, contradiction,-19.807832717895508
87,0.06211472302675247,1, contradiction,-19.282320022583008
88,0.020390767604112625,1, contradiction,-15.106792449951172
89,4.217938423156738,0, contradiction,-16.420581817626953
90,0.050772931426763535,1, contradiction,-16.06376838684082
91,0.03249580040574074,1, contradiction,-15.159178733825684
92,12.776102066040039,0, neutral,-20.28334617614746
93,0.9806612730026245,0, neutral,-19.512697219848633
94,1.1598963737487793,0, neutral,-18.97966766357422
95,1.0471270084381104,0, neutral,-19.13999366760254
96,1.251362681388855,0, neutral,-19.819509506225586
97,0.06419999897480011,1, neutral,-21.255653381347656
98,8.616986274719238,0, contradiction,-18.637475967407227
99,0.6650521755218506,1, contradiction,-18.037349700927734
100,8.725600242614746,0, contradiction,-17.036014556884766
101,2.2887511253356934,0, contradiction,-15.79092788696289
