index,loss,correct,predicted,total_logprob
0,1.108354091644287,0, synonym,-0.11572962999343872
1,1.1373653411865234,0, synonym,-0.1409851312637329
2,1.2465351819992065,0, synonym,-0.1202654242515564
3,1.37431001663208,0, synonym,-0.1044950783252716
4,1.3344231843948364,0, synonym,-0.10411196947097778
5,1.3640742301940918,0, synonym,-0.12423133850097656
6,1.1656417846679688,0, synonym,-0.15390992164611816
7,1.428983449935913,0, synonym,-0.11206552386283875
8,0.8552829623222351,0, synonym,-0.16736656427383423
9,1.5054041147232056,0, synonym,-0.11123478412628174
10,1.4010807275772095,0, synonym,-0.10318279266357422
11,1.3100378513336182,0, synonym,-0.10153332352638245
12,1.1422361135482788,0, synonym,-0.1371966302394867
13,1.1598420143127441,0, synonym,-0.13586583733558655
14,1.2339187860488892,0, synonym,-0.106438547372818
15,1.0829755067825317,0, synonym,-0.12815669178962708
16,1.3668599128723145,0, synonym,-0.13979312777519226
17,1.2591105699539185,0, synonym,-0.1384291648864746
18,1.3123955726623535,0, synonym,-0.12709060311317444
19,1.3548318147659302,0, synonym,-0.10986587405204773
20,1.2618701457977295,0, synonym,-0.14088013768196106
21,1.4112223386764526,0, synonym,-0.11228033900260925
22,1.3217395544052124,0, synonym,-0.131483793258667
23,1.1996556520462036,0, synonym,-0.15233543515205383
24,1.2364556789398193,0, synonym,-0.10970982909202576
25,1.3207423686981201,0, synonym,-0.11540129780769348
26,1.1155544519424438,0, synonym,-0.1556239128112793
27,1.2490471601486206,0, synonym,-0.1315128207206726
28,1.3720719814300537,0, synonym,-0.10753265023231506
29,1.4054689407348633,0, synonym,-0.11463665962219238
30,0.9525127410888672,0, synonym,-0.161553293466568
31,1.2903081178665161,0, synonym,-0.11515110731124878
32,1.2523242235183716,0, synonym,-0.12345251441001892
33,1.134934902191162,0, synonym,-0.12672287225723267
34,1.2585172653198242,0, synonym,-0.13817811012268066
35,1.4837045669555664,0, synonym,-0.09230396151542664
36,1.2356117963790894,0, synonym,-0.12364184856414795
37,1.2854238748550415,0, synonym,-0.12984433770179749
38,1.146206021308899,0, synonym,-0.18579968810081482
39,1.2042466402053833,0, synonym,-0.11042869091033936
40,1.3302624225616455,0, synonym,-0.1051023006439209
41,1.3182812929153442,0, synonym,-0.13913431763648987
42,1.2724575996398926,0, synonym,-0.14293038845062256
43,1.3805689811706543,0, synonym,-0.12473079562187195
44,1.1681644916534424,0, synonym,-0.1251666247844696
45,1.3181166648864746,0, synonym,-0.1208224892616272
46,1.1847834587097168,0, synonym,-0.13109621405601501
47,1.709830641746521,0, synonym,-0.1501820683479309
48,1.2155731916427612,0, synonym,-0.177791029214859
49,1.2355889081954956,0, synonym,-0.12443086504936218
50,1.421091079711914,0, synonym,-0.115335613489151
51,1.2445696592330933,0, synonym,-0.1794256865978241
52,1.1688344478607178,0, synonym,-0.12892955541610718
53,1.09319007396698,0, synonym,-0.1138606071472168
54,1.197921633720398,0, synonym,-0.13204056024551392
55,1.0889904499053955,0, synonym,-0.13609656691551208
56,1.3899304866790771,0, synonym,-0.1288173794746399
57,1.2690801620483398,0, synonym,-0.13204056024551392
58,1.158015251159668,0, synonym,-0.12925374507904053
59,1.392624855041504,0, synonym,-0.11738952994346619
60,0.9920371770858765,0, synonym,-0.1298244297504425
61,1.2337833642959595,0, synonym,-0.1691863238811493
62,1.286068320274353,0, synonym,-0.12237831950187683
63,1.2613083124160767,0, synonym,-0.09362185001373291
64,1.306131362915039,0, synonym,-0.11456632614135742
65,0.9742834568023682,0, synonym,-0.13860347867012024
66,1.1489810943603516,0, synonym,-0.1339319348335266
67,1.4435280561447144,0, synonym,-0.10558003187179565
68,1.131084680557251,0, synonym,-0.1266072690486908
69,0.9508640170097351,0, synonym,-0.11636370420455933
70,1.1261491775512695,0, synonym,-0.12776333093643188
71,1.3133301734924316,0, synonym,-0.13121038675308228
72,1.255346417427063,0, synonym,-0.1258680820465088
73,1.4248961210250854,0, synonym,-0.11528673768043518
74,1.367771029472351,0, synonym,-0.14246290922164917
75,1.164116621017456,0, synonym,-0.11590319871902466
76,1.357435941696167,0, synonym,-0.11468932032585144
77,1.0313242673873901,0, synonym,-0.12609580159187317
78,1.4304542541503906,0, synonym,-0.11972257494926453
79,1.2341265678405762,0, synonym,-0.1394936442375183
