index,loss,correct,predicted,total_logprob
0,2.568225622177124,0, neutral,-13.51413345336914
1,2.6982758045196533,0, neutral,-13.558695793151855
2,1.2209628820419312,0, neutral,-14.449930191040039
3,2.661654472351074,0, neutral,-13.491717338562012
4,1.676000714302063,0, neutral,-13.502222061157227
5,1.782425880432129,0, neutral,-13.703409194946289
6,0.2504101097583771,1, neutral,-13.203384399414062
7,1.6560763120651245,0, neutral,-13.580965995788574
8,3.6003966331481934,0, neutral,-9.709434509277344
9,3.2662949562072754,0, neutral,-8.69604778289795
10,3.6595053672790527,0, neutral,-9.475286483764648
11,3.1066298484802246,0, neutral,-13.741172790527344
12,0.1785724014043808,1, neutral,-12.832746505737305
13,2.6151299476623535,0, neutral,-13.195055961608887
14,3.661346912384033,0, neutral,-13.075790405273438
15,2.2626094818115234,0, neutral,-13.615690231323242
16,0.11865928769111633,1, neutral,-13.100523948669434
17,0.13545668125152588,1, neutral,-12.705045700073242
18,2.8679187297821045,0, neutral,-11.921483993530273
19,3.1355419158935547,0, neutral,-12.420982360839844
20,2.303032398223877,0, neutral,-12.184082984924316
21,3.5725836753845215,0, neutral,-12.677445411682129
22,3.474517345428467,0, neutral,-12.267443656921387
23,2.180274724960327,0, neutral,-12.704676628112793
24,4.151803970336914,0, neutral,-11.391709327697754
25,3.214533805847168,0, neutral,-10.961870193481445
26,3.7354185581207275,0, neutral,-12.543546676635742
27,2.9526500701904297,0, neutral,-11.816887855529785
28,0.107340969145298,1, neutral,-14.538334846496582
29,3.0058367252349854,0, neutral,-13.705997467041016
30,2.6097631454467773,0, neutral,-12.185728073120117
31,1.383241057395935,0, neutral,-12.143087387084961
32,1.9273402690887451,0, neutral,-12.123138427734375
33,0.25421422719955444,1, neutral,-12.23812484741211
34,1.6257293224334717,0, neutral,-12.066642761230469
35,0.2257288545370102,1, neutral,-13.364672660827637
36,0.26606157422065735,1, neutral,-13.009913444519043
37,3.2110960483551025,0, neutral,-12.294493675231934
38,0.24990586936473846,1, neutral,-12.109895706176758
39,0.21865025162696838,1, neutral,-12.173945426940918
40,1.419409990310669,0, neutral,-12.686019897460938
41,0.4030615985393524,1, neutral,-12.629053115844727
42,0.39328905940055847,1, neutral,-12.838247299194336
43,3.0091264247894287,0, neutral,-12.110603332519531
44,1.709126353263855,0, neutral,-11.88393497467041
45,0.2522851824760437,1, neutral,-12.05339241027832
46,3.0692169666290283,0, neutral,-12.728724479675293
47,3.129870891571045,0, neutral,-12.980584144592285
48,2.4892919063568115,0, neutral,-13.411895751953125
49,2.8991267681121826,0, neutral,-12.979663848876953
50,2.771315097808838,0, neutral,-12.790388107299805
51,0.1874140501022339,1, neutral,-13.535927772521973
52,0.16115802526474,1, neutral,-13.075949668884277
53,0.1774299144744873,1, neutral,-12.93539810180664
54,3.2277801036834717,0, neutral,-13.18348217010498
55,3.2258660793304443,0, neutral,-12.867900848388672
56,3.2330892086029053,0, neutral,-13.013040542602539
57,3.683863639831543,0, neutral,-11.827325820922852
58,3.363891839981079,0, neutral,-12.60495662689209
59,3.283036947250366,0, neutral,-11.986287117004395
60,3.1744942665100098,0, neutral,-12.763933181762695
61,3.8014674186706543,0, neutral,-12.301076889038086
62,0.14246897399425507,1, neutral,-12.136919975280762
63,2.357748031616211,0, neutral,-12.315299034118652
64,0.19600516557693481,1, neutral,-12.134140014648438
65,2.2132034301757812,0, neutral,-12.992524147033691
66,3.7948803901672363,0, neutral,-13.043444633483887
67,0.14661726355552673,1, neutral,-14.695850372314453
68,0.11053305119276047,1, neutral,-14.405688285827637
69,2.5320942401885986,0, neutral,-12.445282936096191
70,3.588280200958252,0, neutral,-12.519074440002441
71,3.496774673461914,0, neutral,-9.69920825958252
72,3.3077738285064697,0, neutral,-10.473098754882812
73,0.05856042355298996,1, neutral,-9.815181732177734
74,0.10108780860900879,1, neutral,-10.54787826538086
75,3.2977969646453857,0, neutral,-10.592873573303223
76,3.565143346786499,0, neutral,-10.053680419921875
77,3.812927007675171,0, neutral,-10.282045364379883
78,3.314058542251587,0, neutral,-9.982447624206543
79,0.04736313223838806,1, neutral,-10.442644119262695
80,0.07390443235635757,1, neutral,-10.116618156433105
81,3.6574676036834717,0, neutral,-11.04617691040039
82,1.88027024269104,0, neutral,-10.961996078491211
83,1.4453493356704712,0, neutral,-10.878562927246094
84,3.94521427154541,0, neutral,-10.770051956176758
85,3.650911569595337,0, neutral,-10.967916488647461
86,3.666008710861206,0, neutral,-11.359236717224121
87,1.758235216140747,0, neutral,-11.177962303161621
88,1.7042460441589355,0, neutral,-13.378392219543457
89,1.9936683177947998,0, neutral,-12.587798118591309
90,1.7046440839767456,0, neutral,-13.30682373046875
91,1.7088674306869507,0, neutral,-13.404165267944336
92,3.3451087474823,0, neutral,-12.17275619506836
93,2.1878411769866943,0, neutral,-12.301945686340332
94,2.2909059524536133,0, neutral,-13.097672462463379
95,2.1686344146728516,0, neutral,-13.212312698364258
96,1.7819103002548218,0, neutral,-13.041549682617188
97,0.16705867648124695,1, neutral,-12.654865264892578
98,2.446122407913208,0, neutral,-12.799904823303223
99,1.971411943435669,0, neutral,-13.240734100341797
100,3.569565534591675,0, neutral,-11.615575790405273
101,0.25898730754852295,1, neutral,-12.0934476852417
102,2.0033681392669678,0, neutral,-13.09107780456543
103,2.7383170127868652,0, neutral,-12.330263137817383
104,3.4253432750701904,0, neutral,-10.444931983947754
105,2.959190845489502,0, neutral,-10.915382385253906
106,2.1901607513427734,0, neutral,-10.709493637084961
107,2.4129605293273926,0, neutral,-10.864982604980469
